"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2009-09-08",15246,15393,14904,15295,251474
"2009-09-09",15197,15344,14660,14660,231355
"2009-09-10",14659,15246,14659,15198,139662
"2009-09-11",15197,15441,14708,15051,221772
"2009-09-14",14953,14953,13878,14171,377776
"2009-09-15",14220,14366,13194,13780,420721
"2009-09-16",13829,13975,13340,13878,314924
"2009-09-17",13878,13975,12998,13096,526994
"2009-09-18",13096,14024,13047,13927,324789
"2009-09-21",13975,14464,13829,14367,174622
"2009-09-22",14269,14415,14024,14122,175894
"2009-09-23",14024,14171,13291,13780,384801
"2009-09-24",13975,13975,13291,13292,202937
"2009-09-25",13291,13829,13291,13780,124975
"2009-09-28",13584,14269,13536,14122,203231
"2009-09-29",14366,14415,14122,14318,173534
"2009-09-30",14317,14415,13731,14269,278320
"2009-10-01",14317,14317,13975,14269,211761
"2009-10-05",14269,14611,13878,14318,175835
"2009-10-06",14415,14611,14171,14367,135940
"2009-10-07",14415,14513,13878,13878,175795
"2009-10-08",13878,13975,13389,13585,243930
"2009-10-09",13536,13878,13487,13585,270077
"2009-10-12",13731,13780,13389,13389,200856
"2009-10-13",13389,13682,13340,13683,129624
"2009-10-14",13682,13829,13633,13732,97215
"2009-10-15",13682,13878,13633,13829,92851
"2009-10-16",13731,13878,13389,13683,231020
"2009-10-19",13438,13633,13340,13536,66299
"2009-10-20",13536,13927,13389,13927,148424
"2009-10-21",13927,14122,13633,13829,78843
"2009-10-22",13633,13829,13536,13829,88814
"2009-10-23",13829,13927,13731,13927,59994
"2009-10-26",13829,14024,13731,13927,93979
"2009-10-27",13878,14122,13584,13976,102223
"2009-10-28",14073,14415,14073,14318,340004
"2009-10-29",14317,14513,14122,14367,263492
"2009-10-30",14366,14660,14220,14513,163449
"2009-11-02",14220,14513,14171,14367,197396
"2009-11-03",14317,14562,14171,14562,73741
"2009-11-04",14513,14562,14269,14562,124357
"2009-11-05",14415,14513,13975,14025,152944
"2009-11-06",14171,14317,13926,14269,131570
"2009-11-09",14220,14366,14024,14025,49545
"2009-11-10",14122,14220,13780,13780,103276
"2009-11-11",13780,14073,13780,14025,54012
"2009-11-12",13975,14073,13633,13976,115903
"2009-11-13",13780,13975,13633,13976,71770
"2009-11-16",14073,14122,13682,14025,108440
"2009-11-17",13927,14024,13780,13976,75772
"2009-11-18",13878,14073,13829,14025,105408
"2009-11-19",13927,14073,13780,13829,61149
"2009-11-20",13731,13975,13633,13878,38420
"2009-11-23",13975,13975,13682,13780,59946
"2009-11-24",13780,13926,13633,13878,62470
"2009-11-25",13731,13829,13438,13634,191532
"2009-11-26",13633,13878,13584,13829,63467
"2009-11-27",13682,13731,13194,13732,120430
"2009-11-30",13536,14660,13438,14660,196811
"2009-12-01",14122,14220,13975,14122,113277
"2009-12-02",14073,14220,13878,14122,76344
"2009-12-03",14171,14513,14073,14367,134163
"2009-12-04",14269,14513,14220,14318,91611
"2009-12-07",14317,14464,14122,14269,58530
"2009-12-08",14171,14317,14171,14318,39790
"2009-12-09",14317,14464,14073,14318,99783
"2009-12-10",14464,14464,14073,14074,137856
"2009-12-11",14073,14464,14024,14220,226533
"2009-12-14",14366,14366,14171,14220,137260
"2009-12-15",14220,14269,14024,14220,115190
"2009-12-16",14220,14660,14220,14416,322095
"2009-12-17",14464,14513,14220,14416,101181
"2009-12-18",14366,14806,14122,14465,465590
"2009-12-21",14611,15637,14464,15540,2340930
"2009-12-22",15441,15783,15295,15637,222506
"2009-12-23",15637,15930,15539,15931,146703
"2009-12-24",15783,15979,15588,15979,163319
"2009-12-28",15783,16223,15637,16175,183312
"2009-12-29",15930,16126,15686,15833,123619
"2009-12-30",15832,16126,15686,16028,178094
"2010-01-04",15930,16077,15490,15637,140251
"2010-01-05",15637,15637,15099,15198,200414
"2010-01-06",15295,15441,15148,15246,111009
"2010-01-07",15344,15441,14660,14758,264771
"2010-01-08",14757,14806,14269,14367,263712
"2010-01-11",14366,14806,14366,14416,138637
"2010-01-12",14464,14757,14366,14611,153970
"2010-01-13",14708,15099,14562,15051,298027
"2010-01-14",15099,15344,14855,14855,212509
"2010-01-15",15002,15148,14855,15002,226814
"2010-01-18",14806,14806,14269,14807,459853
"2010-01-19",14660,14757,14317,14416,251628
"2010-01-20",14415,14513,13878,13976,310899
"2010-01-21",13975,14220,13927,14074,91798
"2010-01-22",13926,14660,13878,14171,373322
"2010-01-25",14024,14366,13878,14074,119627
"2010-01-26",14073,14220,13340,13487,245918
"2010-01-27",13633,14220,13536,13732,158197
"2010-01-28",13731,14122,13682,13878,148924
"2010-01-29",13633,13878,13536,13536,96705
"2010-02-01",13389,13584,13145,13292,150348
"2010-02-02",13487,13487,13047,13145,126375
"2010-02-03",13242,13242,12803,12999,141005
"2010-02-04",13047,13194,12949,12950,105076
"2010-02-05",12461,12607,12314,12559,240728
"2010-02-08",12607,12656,12265,12314,120450
"2010-02-09",12265,12558,12265,12461,65133
"2010-02-10",12656,12949,12607,12803,109918
"2010-02-11",12949,13389,12803,13389,235110
"2010-02-12",13389,13536,13047,13536,204194
"2010-02-16",13438,13487,13193,13438,106537
"2010-02-17",13438,13878,13340,13878,143960
"2010-02-18",13731,13975,13731,13829,90661
"2010-02-19",13829,13829,13438,13683,58823
"2010-02-22",13780,14122,13682,14025,91220
"2010-02-23",13975,14073,13829,14074,56637
"2010-02-24",13878,14171,13829,14122,70903
"2010-02-25",13927,14122,13927,14074,48435
"2010-02-26",13829,14269,13829,14171,73694
"2010-03-02",14024,14122,13780,13976,86934
"2010-03-03",13927,14024,13731,14025,67583
"2010-03-04",14024,14024,13682,13683,38140
"2010-03-05",13682,13878,13682,13780,85626
"2010-03-08",13878,14171,13731,14171,156015
"2010-03-09",14122,14366,14024,14269,183330
"2010-03-10",14269,14415,14122,14171,112836
"2010-03-11",14415,14757,14220,14562,188561
"2010-03-12",14708,14953,14562,14953,115853
"2010-03-15",15002,15099,14708,15051,124858
"2010-03-16",15148,15735,14904,15344,262748
"2010-03-17",15344,15490,15148,15344,183836
"2010-03-18",15099,15344,15099,15198,73576
"2010-03-19",15246,15295,14904,14904,177691
"2010-03-22",14953,15148,14757,14953,154679
"2010-03-23",14953,15490,14855,15393,190393
"2010-03-24",15490,15539,15197,15295,48824
"2010-03-25",15344,15393,15148,15344,55871
"2010-03-26",15197,15490,15099,15442,66613
"2010-03-29",15441,15490,15148,15393,93350
"2010-03-30",15393,15441,15197,15442,156805
"2010-03-31",15490,15783,15392,15540,140675
"2010-04-01",15539,15588,15295,15540,124700
"2010-04-02",15441,15441,14757,15002,258870
"2010-04-05",15050,15050,14464,14807,137363
"2010-04-06",14855,14904,14562,14660,75851
"2010-04-07",14708,15050,14611,14807,81507
"2010-04-08",14562,14953,14562,14953,59921
"2010-04-09",14806,14953,14611,14953,48642
"2010-04-12",14855,14953,14611,14758,36572
"2010-04-13",14659,14806,14562,14807,38660
"2010-04-14",14757,15002,14659,14904,103640
"2010-04-15",14855,14953,14757,14953,47859
"2010-04-16",14953,14953,14513,14758,82094
"2010-04-19",14660,14660,14122,14416,123507
"2010-04-20",14366,14513,14269,14513,63299
"2010-04-21",14562,14806,14464,14465,72035
"2010-04-22",14415,14562,13975,14269,283412
"2010-04-23",14171,14269,13975,14269,84908
"2010-04-26",14269,14269,13926,14171,157766
"2010-04-27",14073,14122,13878,14025,121484
"2010-04-28",13975,14024,13682,13780,190149
"2010-04-29",13878,14757,13780,14367,604473
"2010-04-30",14464,15686,14464,15540,609313
"2010-05-03",15735,16126,15344,15833,556165
"2010-05-04",15832,16907,15686,16908,866875
"2010-05-06",16468,17005,16125,16615,331861
"2010-05-07",15832,17103,15686,16859,461866
"2010-05-10",16859,17054,16126,16126,492002
"2010-05-11",16419,16565,15881,16224,253358
"2010-05-12",16272,16907,16125,16664,200566
"2010-05-13",16614,17152,16468,16664,407648
"2010-05-14",16565,16761,15930,16175,343020
"2010-05-17",16126,16126,15393,15637,271642
"2010-05-18",15832,15832,15441,15588,183083
"2010-05-19",15637,15686,15099,15491,238992
"2010-05-20",15490,16321,14855,15149,261975
"2010-05-24",14904,15344,14757,15246,131594
"2010-05-25",15832,16174,14171,14855,891762
"2010-05-26",14757,15930,14757,15833,398604
"2010-05-27",15832,16272,15441,16175,279226
"2010-05-28",16370,16370,15686,16077,318515
"2010-05-31",16028,16272,15783,16273,165777
"2010-06-01",16126,16370,15832,15833,97198
"2010-06-03",15881,15979,15735,15931,117487
"2010-06-04",15930,16028,15490,15637,254659
"2010-06-07",15490,16028,15490,15979,123276
"2010-06-08",15979,16614,15979,16321,260423
"2010-06-09",16419,16761,16126,16566,187642
"2010-06-10",16663,16810,16272,16810,204222
"2010-06-11",16907,16956,16126,16517,257551
"2010-06-14",16516,16859,16468,16810,169208
"2010-06-15",16956,16956,16614,16859,96438
"2010-06-16",16761,16956,16614,16957,100127
"2010-06-17",16859,18178,16859,18032,417896
"2010-06-18",18227,18715,17934,18374,326920
"2010-06-21",18471,18569,17934,18325,275080
"2010-06-22",18324,18960,17885,18081,314734
"2010-06-23",17787,18373,17787,18032,166289
"2010-06-24",17982,18276,17982,18178,123917
"2010-06-25",17982,18373,17738,18227,192685
"2010-06-28",18325,18520,17982,18325,157790
"2010-06-29",18227,18569,18031,18032,158708
"2010-06-30",17494,18276,17445,18276,167110
"2010-07-01",18227,18422,17885,18032,288756
"2010-07-02",18129,18227,17592,17934,134673
"2010-07-05",17787,18178,17592,18178,134435
"2010-07-06",17885,18080,17592,17983,101050
"2010-07-07",17982,17982,17103,17103,310704
"2010-07-08",17298,17592,17201,17543,181110
"2010-07-09",17640,18129,17592,17739,175504
"2010-07-12",17738,17738,17249,17348,140025
"2010-07-13",17347,17543,16761,16761,262215
"2010-07-14",16859,17836,16859,17787,270361
"2010-07-15",17640,17885,17494,17836,137698
"2010-07-16",17689,18129,17347,18130,231397
"2010-07-19",17982,18227,17640,17983,111192
"2010-07-20",17787,17836,17249,17397,106857
"2010-07-21",17494,17836,17249,17641,143761
"2010-07-22",17445,17738,17396,17739,175922
"2010-07-23",17738,18373,17445,18374,219280
"2010-07-26",18373,18862,18178,18276,237139
"2010-07-27",18178,18764,17836,18765,199607
"2010-07-28",18960,19009,18325,18765,121360
"2010-07-29",18764,18764,18178,18667,83229
"2010-07-30",18471,18862,18422,18765,82223
"2010-08-02",18715,19057,18373,18618,86230
"2010-08-03",18422,18618,17738,17983,315320
"2010-08-04",18031,18031,17591,17690,159464
"2010-08-05",17689,18276,17689,17934,172661
"2010-08-06",17885,18129,17885,18032,76706
"2010-08-09",17982,18080,17543,17690,134956
"2010-08-10",18031,18373,17543,17641,178584
"2010-08-11",17689,17982,17494,17934,110051
"2010-08-12",17689,18031,17543,17787,188140
"2010-08-13",17787,18569,17689,18374,211136
"2010-08-16",18618,18667,18129,18325,97753
"2010-08-17",18276,18667,18031,18569,163157
"2010-08-18",18520,18862,18422,18520,103520
"2010-08-19",18422,19058,18325,19058,220248
"2010-08-20",19009,19497,18862,19498,240051
"2010-08-23",19546,19644,19155,19547,161631
"2010-08-24",19546,19742,19204,19449,132407
"2010-08-25",19204,19546,18960,19253,205074
"2010-08-26",19253,19693,19058,19302,155189
"2010-08-27",19106,20230,19106,19742,211327
"2010-08-30",19937,20475,19791,20231,159869
"2010-08-31",20133,20328,19742,20231,158868
"2010-09-01",20328,20426,20084,20280,115278
"2010-09-02",20084,20866,20084,20719,157637
"2010-09-03",20524,21012,20524,20768,124315
"2010-09-06",20817,21012,20328,20719,141565
"2010-09-07",20524,20670,20181,20671,193182
"2010-09-08",20377,21501,20328,21062,208700
"2010-09-09",21403,21501,21061,21062,116355
"2010-09-10",21061,21990,21061,21843,149162
"2010-09-13",21990,22087,21305,21795,189231
"2010-09-14",21501,21599,20621,21110,196631
"2010-09-15",20866,21745,20768,21452,166622
"2010-09-16",21843,21941,21354,21452,76215
"2010-09-17",21794,21941,21110,21648,94575
"2010-09-20",21305,21599,20866,20915,136351
"2010-09-24",20768,21696,20621,21599,138164
"2010-09-27",21647,21794,21012,21404,140503
"2010-09-28",21403,21550,21061,21110,77173
"2010-09-29",21012,21403,20524,20964,224452
"2010-09-30",20963,22087,20670,22039,226477
"2010-10-01",22185,22332,21550,22039,122347
"2010-10-04",21794,22185,21208,21501,190411
"2010-10-05",21550,21745,21257,21452,142896
"2010-10-06",21647,21843,21012,21062,189620
"2010-10-07",21403,23944,21305,22479,596508
"2010-10-08",22674,22723,21745,22576,265452
"2010-10-11",22625,22625,21892,21990,119678
"2010-10-12",21599,21941,21208,21599,144519
"2010-10-13",21647,22136,21403,22137,92147
"2010-10-14",22087,24140,22087,23896,554286
"2010-10-15",24091,24579,23162,23456,310553
"2010-10-18",23456,23553,23065,23309,134125
"2010-10-19",23456,23456,22771,23261,158547
"2010-10-20",23358,23749,22820,22821,221835
"2010-10-21",23016,24531,22723,24238,346863
"2010-10-22",24335,24384,23846,24336,155747
"2010-10-25",24531,25459,24189,24971,255119
"2010-10-26",25361,25508,24091,24678,251014
"2010-10-27",24726,25312,24433,24580,126490
"2010-10-28",24286,24775,24237,24238,193584
"2010-10-29",24579,24726,23993,23994,182316
"2010-11-01",23846,24433,23651,24140,143090
"2010-11-02",24286,24824,24237,24531,200242
"2010-11-03",24921,25117,24042,24482,116661
"2010-11-04",24482,24873,23846,24678,155752
"2010-11-05",24482,24824,22674,23456,307730
"2010-11-08",23407,23846,22136,23651,274753
"2010-11-09",23895,24286,23211,23994,161107
"2010-11-10",23798,24091,23358,23994,136710
"2010-11-11",23944,24091,22723,22723,198813
"2010-11-12",23260,23993,22771,22772,151145
"2010-11-15",22967,23260,22380,22381,80922
"2010-11-16",22185,22918,21794,22918,113402
"2010-11-17",22723,22723,22136,22479,138760
"2010-11-18",22478,23358,22283,23163,217712
"2010-11-19",23456,23749,23065,23456,134699
"2010-11-22",23504,23895,23162,23700,99161
"2010-11-23",23749,23749,22625,23261,259754
"2010-11-24",23260,23407,22478,23163,312145
"2010-11-25",22967,23211,22723,22772,156333
"2010-11-26",22674,23016,22136,22332,104005
"2010-11-29",22527,23602,22185,22381,228056
"2010-11-30",22380,22625,22087,22528,158131
"2010-12-01",22576,22918,22332,22772,94910
"2010-12-02",22869,23016,22185,22479,312930
"2010-12-03",22478,22967,21257,21599,380385
"2010-12-06",21647,21843,21012,21208,191496
"2010-12-07",21159,21990,21061,21257,198969
"2010-12-08",21159,21208,20768,21208,140491
"2010-12-09",21208,21647,21110,21648,117374
"2010-12-10",21599,21599,20963,21013,224932
"2010-12-13",21110,21257,20866,21159,174086
"2010-12-14",21257,22087,21159,22039,155545
"2010-12-15",22038,22478,21501,22185,228102
"2010-12-16",22136,22136,21696,21892,142647
"2010-12-17",22087,22723,21647,22674,291506
"2010-12-20",22674,22820,21696,21795,173565
"2010-12-21",21990,22234,21305,21306,189412
"2010-12-22",21354,21550,21208,21355,108632
"2010-12-23",21354,22332,21305,22185,201802
"2010-12-24",22185,22234,21501,21892,161527
"2010-12-27",21794,21892,21208,21355,157289
"2010-12-28",21354,21696,20719,21404,211941
"2010-12-29",21208,22038,20963,21990,133784
"2010-12-30",21990,22332,21647,22332,179192
"2011-01-03",22136,22136,21745,21795,91098
"2011-01-04",21990,22087,21745,22088,104141
"2011-01-05",22087,22234,21403,21648,144986
"2011-01-06",21647,22380,21647,22137,169812
"2011-01-07",22136,23211,22136,23212,369113
"2011-01-10",23260,23407,22478,22967,362896
"2011-01-11",23016,23162,22625,22967,202344
"2011-01-12",22967,23260,22625,23114,133391
"2011-01-13",23113,23113,22332,22381,222267
"2011-01-14",22332,22380,21501,21990,337287
"2011-01-17",22185,22723,21794,22479,194331
"2011-01-18",22136,22723,21794,21843,130116
"2011-01-19",21892,22185,21501,21501,137767
"2011-01-20",21501,21892,20963,21208,274542
"2011-01-21",21012,21550,20963,21159,335302
"2011-01-24",21354,21354,20719,21159,235283
"2011-01-25",21305,21403,20817,20866,141365
"2011-01-26",20817,20914,20230,20377,278113
"2011-01-27",20279,20524,19497,20377,340796
"2011-01-28",20426,20768,20230,20426,111140
"2011-01-31",20230,20426,19644,19986,126044
"2011-02-01",20035,20230,19253,19449,266777
"2011-02-07",19644,19644,19253,19400,108388
"2011-02-08",19351,20035,19351,19693,134258
"2011-02-09",19937,20377,19595,20377,128223
"2011-02-10",20377,20475,19742,19889,211217
"2011-02-11",20035,20035,19058,19742,345342
"2011-02-14",19546,20230,19204,19400,133907
"2011-02-15",19400,19546,18569,18863,275266
"2011-02-16",18471,18618,17103,17152,830769
"2011-02-17",16907,17543,16321,16761,558226
"2011-02-18",16663,17347,16663,17348,224669
"2011-02-21",17249,17347,16516,16566,325808
"2011-02-22",16321,16370,15637,15979,428579
"2011-02-23",15930,16223,15393,16028,647096
"2011-02-24",15832,16468,15783,16224,331246
"2011-02-25",16321,17005,16028,16908,296184
"2011-02-28",16859,16859,16321,16321,244874
"2011-03-02",16077,16907,16077,16566,340675
"2011-03-03",16614,17396,16614,17201,215117
"2011-03-04",17347,17543,17005,17543,199997
"2011-03-07",17298,17592,16761,17006,263663
"2011-03-08",16956,17152,16565,16957,251566
"2011-03-09",17054,17738,16956,17054,342536
"2011-03-10",17005,17543,16956,17152,194099
"2011-03-11",16761,17005,16370,16419,215344
"2011-03-14",16028,16419,15490,15588,325062
"2011-03-15",15832,16174,14708,15295,337940
"2011-03-16",15490,15686,15050,15295,279581
"2011-03-17",14904,15197,14757,15149,274260
"2011-03-18",15344,15832,15246,15735,226813
"2011-03-21",15881,16516,15783,16321,259643
"2011-03-22",16419,16712,16223,16468,197655
"2011-03-23",16321,16516,16077,16419,211482
"2011-03-24",17005,17347,16468,17201,531755
"2011-03-25",17152,17689,16761,16761,416157
"2011-03-28",16907,16956,15930,15931,334449
"2011-03-29",15930,16761,15637,16419,369027
"2011-03-30",16565,16761,16321,16566,300706
"2011-03-31",16614,17592,16565,17299,588960
"2011-04-01",17298,17836,17249,17592,350672
"2011-04-04",17640,17738,17298,17592,204541
"2011-04-05",17494,17640,17201,17494,228221
"2011-04-06",17640,18178,17543,17543,345069
"2011-04-07",17738,18080,17396,18081,326551
"2011-04-08",17982,18667,17934,17934,309495
"2011-04-11",17836,17836,17201,17201,201669
"2011-04-12",17298,17494,17005,17103,173741
"2011-04-13",17298,17787,17103,17397,176632
"2011-04-14",17445,17934,17152,17299,260700
"2011-04-15",17249,17836,17249,17445,318147
"2011-04-18",17592,18276,17396,17787,416232
"2011-04-19",17494,17592,16370,16468,504161
"2011-04-20",16712,16761,16125,16273,430345
"2011-04-21",16370,16614,15735,15833,457773
"2011-04-22",15783,15881,15099,15442,542931
"2011-04-25",15441,16516,15344,16468,312540
"2011-04-26",16565,16956,15783,15931,376978
"2011-04-27",16077,16516,16077,16273,319008
"2011-04-28",16370,16565,16174,16370,199521
"2011-04-29",16419,16468,15588,16224,514387
"2011-05-02",15979,16223,15832,15979,235211
"2011-05-03",15979,16028,15686,15735,241266
"2011-05-04",15637,15979,15637,15833,109230
"2011-05-06",15637,16028,15441,15979,143741
"2011-05-09",16126,16174,15588,15637,164430
"2011-05-11",15735,16174,15686,16175,151968
"2011-05-12",15930,16516,15881,16321,229688
"2011-05-13",16614,16614,16223,16419,216491
"2011-05-16",16321,17054,16272,16908,256187
"2011-05-17",16907,17005,16077,16077,289429
"2011-05-18",16174,16272,15735,15735,271487
"2011-05-19",15783,16321,15588,15686,251381
"2011-05-20",15735,15930,15490,15686,139357
"2011-05-23",15588,15637,15148,15198,162714
"2011-05-24",15148,15441,14953,15393,92724
"2011-05-25",15344,15832,15050,15393,166148
"2011-05-26",15490,15930,15295,15588,133938
"2011-05-27",15490,15686,15197,15198,143040
"2011-05-30",15344,15539,15197,15442,113708
"2011-05-31",15637,15930,15637,15686,170660
"2011-06-01",15686,15832,15588,15637,197244
"2011-06-02",15344,15832,15246,15735,139688
"2011-06-03",15686,15832,15344,15344,155223
"2011-06-07",15197,15295,14904,15149,168059
"2011-06-08",15197,15246,14757,14855,198259
"2011-06-09",14855,14855,14269,14611,412227
"2011-06-10",14659,14708,14317,14611,119289
